# YR	YI
0.039094	0.120193
0.136406	0.421571
-0.086911	-0.270022
-0.125971	-0.393441
0.136924	0.429919
0.052986	0.167255
-0.146509	-0.464943
-0.009799	-0.031265
0.164940	0.529094
-0.057724	-0.186171
-0.119955	-0.388986
0.100314	0.327076
0.102325	0.335466
-0.141961	-0.467983
-0.031398	-0.104080
0.141720	0.472401
-0.013541	-0.045390
-0.152248	-0.513207
0.073593	0.249478
0.102263	0.348636
-0.109695	-0.376107
-0.078463	-0.270566
0.143341	0.497139
0.010994	0.038351
-0.133896	-0.469790
0.034024	0.120076
0.137038	0.486473
-0.086476	-0.308796
-0.083861	-0.301236
0.115194	0.416260
0.055048	0.200111
-0.141262	-0.516616
0.007835	0.028826
0.123566	0.457410
-0.051329	-0.191170
-0.119949	-0.449495
0.096245	0.362898
0.065326	0.247852
-0.117052	-0.446881
-0.032754	-0.125833
0.135996	0.525782
-0.024709	-0.096136
-0.111264	-0.435677
0.065247	0.257132
0.101582	0.402915
-0.102848	-0.410592
-0.047139	-0.189419
0.115580	0.467502
0.012140	0.049431
-0.127899	-0.524228
0.039339	0.162324
0.097536	0.405170
-0.075705	-0.316616
-0.082591	-0.347774
0.106312	0.450734
0.029775	0.127112
-0.111187	-0.477961
0.006331	0.027405
0.117444	0.511972
-0.051516	-0.226162
-0.082972	-0.366856
0.082698	0.368270
0.063636	0.285432
-0.106729	-0.482201
-0.013646	-0.062104
0.104265	0.478014
-0.022253	-0.102777
-0.104999	-0.488572
0.061069	0.286297
0.067930	0.320879
-0.086428	-0.411367
-0.045169	-0.216639
0.104394	0.504571
-0.000997	-0.004857
-0.095426	-0.468460
0.035419	0.175250
0.091238	0.455040
-0.067958	-0.341651
-0.053044	-0.268827
0.087121	0.445118
0.027893	0.143677
-0.099514	-0.516847
0.013758	0.072049
0.085057	0.449181
-0.045651	-0.243120
-0.076654	-0.411709
0.072170	0.390955
0.038719	0.211562
-0.085065	-0.468864
-0.012214	-0.067918
0.092450	0.518622
-0.024460	-0.138446
-0.073704	-0.420934
0.052903	0.304888
0.061808	0.359477
-0.073783	-0.433108
-0.025330	-0.150074
0.080664	0.482435
-0.001466	-0.008848
-0.083618	-0.509708
0.032945	0.202772
0.061850	0.384400
-0.057254	-0.359344
-0.047248	-0.299499
0.072949	0.467071
0.013230	0.085566
-0.074325	-0.485651
0.012866	0.084939
0.073451	0.489983
-0.039133	-0.263812
-0.049949	-0.340325
0.058868	0.405419
0.033453	0.232900
-0.069912	-0.492096
-0.002678	-0.019056
0.066529	0.478827
-0.021790	-0.158607
-0.062450	-0.459813
0.043009	0.320353
0.038436	0.289661
-0.057995	-0.442266
-0.020909	-0.161368
0.064940	0.507292
-0.006079	-0.048070
-0.057715	-0.462103
0.028148	0.228215
0.051113	0.419712
-0.044622	-0.371156
-0.027711	-0.233515
0.054945	0.469160
0.009990	0.086446
-0.058397	-0.512238
0.012890	0.114632
0.048371	0.436173
-0.031945	-0.292150
-0.039926	-0.370395
0.044107	0.415154
0.018101	0.172898
-0.050111	-0.485854
-0.001010	-0.009937
0.050666	0.506451
-0.017673	-0.179437
-0.038919	-0.401465
0.033329	0.349378
0.029361	0.312859
-0.041681	-0.451585
-0.009886	-0.108929
0.043930	0.492448
-0.005835	-0.066559
-0.042238	-0.490492
0.020402	0.241251
0.029846	0.359484
-0.032454	-0.398311
-0.019885	-0.248760
0.037550	0.478992
0.003305	0.043002
-0.036780	-0.488405
0.010419	0.141234
0.033493	0.463742
-0.021125	-0.298880
-0.021461	-0.310404
0.029624	0.438248
0.011814	0.178844
-0.032071	-0.497090
0.001514	0.024036
0.029151	0.474490
-0.012722	-0.212413
-0.024914	-0.426917
0.019953	0.351170
0.014120	0.255441
-0.025176	-0.468477
-0.005481	-0.104989
0.025593	0.505142
-0.004460	-0.090795
-0.021464	-0.451016
0.012828	0.278550
0.016947	0.380702
-0.017061	-0.396969
-0.008113	-0.195772
0.019492	0.488465
0.001106	0.028832
-0.018520	-0.502836
0.005506	0.156004
0.014137	0.418763
-0.010895	-0.338074
-0.010006	-0.326038
0.012688	0.435207
0.003661	0.132544
-0.012988	-0.497920
0.001173	0.047820
0.011274	0.489872
-0.004694	-0.218554
-0.007545	-0.378305
0.007179	0.389949
0.004454	0.263916
-0.007137	-0.465207
-0.000923	-0.066872
0.006101	0.497101
-0.001324	-0.123275
-0.004294	-0.466546
0.002127	0.277204
0.002030	0.330819
-0.001993	-0.433048
-0.000601	-0.195887
0.000745	0.486046
0.000000	0.000000
0.000745	-0.486046
-0.000601	0.195887
-0.001993	0.433048
0.002030	-0.330819
0.002127	-0.277204
-0.004294	0.466546
-0.001324	0.123275
0.006101	-0.497101
-0.000923	0.066872
-0.007137	0.465207
0.004454	-0.263916
0.007179	-0.389949
-0.007545	0.378305
-0.004694	0.218554
0.011274	-0.489872
0.001173	-0.047820
-0.012988	0.497920
0.003661	-0.132544
0.012688	-0.435207
-0.010006	0.326038
-0.010895	0.338074
0.014137	-0.418763
0.005506	-0.156004
-0.018520	0.502836
0.001106	-0.028832
0.019492	-0.488465
-0.008113	0.195772
-0.017061	0.396969
0.016947	-0.380702
0.012828	-0.278550
-0.021464	0.451016
-0.004460	0.090795
0.025593	-0.505142
-0.005481	0.104989
-0.025176	0.468477
0.014120	-0.255441
0.019953	-0.351170
-0.024914	0.426917
-0.012722	0.212413
0.029151	-0.474490
0.001514	-0.024036
-0.032071	0.497090
0.011814	-0.178844
0.029624	-0.438248
-0.021461	0.310404
-0.021125	0.298880
0.033493	-0.463742
0.010419	-0.141234
-0.036780	0.488405
0.003305	-0.043002
0.037550	-0.478992
-0.019885	0.248760
-0.032454	0.398311
0.029846	-0.359484
0.020402	-0.241251
-0.042238	0.490492
-0.005835	0.066559
0.043930	-0.492448
-0.009886	0.108929
-0.041681	0.451585
0.029361	-0.312859
0.033329	-0.349378
-0.038919	0.401465
-0.017673	0.179437
0.050666	-0.506451
-0.001010	0.009937
-0.050111	0.485854
0.018101	-0.172898
0.044107	-0.415154
-0.039926	0.370395
-0.031945	0.292150
0.048371	-0.436173
0.012890	-0.114632
-0.058397	0.512238
0.009990	-0.086446
0.054945	-0.469160
-0.027711	0.233515
-0.044622	0.371156
0.051113	-0.419712
0.028148	-0.228215
-0.057715	0.462103
-0.006079	0.048070
0.064940	-0.507292
-0.020909	0.161368
-0.057995	0.442266
0.038436	-0.289661
0.043009	-0.320353
-0.062450	0.459813
-0.021790	0.158607
0.066529	-0.478827
-0.002678	0.019056
-0.069912	0.492096
0.033453	-0.232900
0.058868	-0.405419
-0.049949	0.340325
-0.039133	0.263812
0.073451	-0.489983
0.012866	-0.084939
-0.074325	0.485651
0.013230	-0.085566
0.072949	-0.467071
-0.047248	0.299499
-0.057254	0.359344
0.061850	-0.384400
0.032945	-0.202772
-0.083618	0.509708
-0.001466	0.008848
0.080664	-0.482435
-0.025330	0.150074
-0.073783	0.433108
0.061808	-0.359477
0.052903	-0.304888
-0.073704	0.420934
-0.024460	0.138446
0.092450	-0.518622
-0.012214	0.067918
-0.085065	0.468864
0.038719	-0.211562
0.072170	-0.390955
-0.076654	0.411709
-0.045651	0.243120
0.085057	-0.449181
0.013758	-0.072049
-0.099514	0.516847
0.027893	-0.143677
0.087121	-0.445118
-0.053044	0.268827
-0.067958	0.341651
0.091238	-0.455040
0.035419	-0.175250
-0.095426	0.468460
-0.000997	0.004857
0.104394	-0.504571
-0.045169	0.216639
-0.086428	0.411367
0.067930	-0.320879
0.061069	-0.286297
-0.104999	0.488572
-0.022253	0.102777
0.104265	-0.478014
-0.013646	0.062104
-0.106729	0.482201
0.063636	-0.285432
0.082698	-0.368270
-0.082972	0.366856
-0.051516	0.226162
0.117444	-0.511972
0.006331	-0.027405
-0.111187	0.477961
0.029775	-0.127112
0.106312	-0.450734
-0.082591	0.347774
-0.075705	0.316616
0.097536	-0.405170
0.039339	-0.162324
-0.127899	0.524228
0.012140	-0.049431
0.115580	-0.467502
-0.047139	0.189419
-0.102848	0.410592
0.101582	-0.402915
0.065247	-0.257132
-0.111264	0.435677
-0.024709	0.096136
0.135996	-0.525782
-0.032754	0.125833
-0.117052	0.446881
0.065326	-0.247852
0.096245	-0.362898
-0.119949	0.449495
-0.051329	0.191170
0.123566	-0.457410
0.007835	-0.028826
-0.141262	0.516616
0.055048	-0.200111
0.115194	-0.416260
-0.083861	0.301236
-0.086476	0.308796
0.137038	-0.486473
0.034024	-0.120076
-0.133896	0.469790
0.010994	-0.038351
0.143341	-0.497139
-0.078463	0.270566
-0.109695	0.376107
0.102263	-0.348636
0.073593	-0.249478
-0.152248	0.513207
-0.013541	0.045390
0.141720	-0.472401
-0.031398	0.104080
-0.141961	0.467983
0.102325	-0.335466
0.100314	-0.327076
-0.119955	0.388986
-0.057724	0.186171
0.164940	-0.529094
-0.009799	0.031265
-0.146509	0.464943
0.052986	-0.167255
0.136924	-0.429919
-0.125971	0.393441
-0.086911	0.270022
0.136406	-0.421571
0.039094	-0.120193
-0.174608	0.534043
0.035540	-0.108138
0.147787	-0.447357
-0.075285	0.226722
-0.128147	0.383949
0.148672	-0.443177
0.069476	-0.206053
-0.151018	0.445632
-0.017991	0.052820
0.180762	-0.528068
-0.063126	0.183494
-0.145133	0.419775
0.097778	-0.281409
0.115632	-0.331155
-0.169683	0.483567
-0.048117	0.136454
0.163185	-0.460519
-0.005246	0.014733
-0.183020	0.511505
0.091921	-0.255666
0.138212	-0.382573
-0.119920	0.330353
-0.099504	0.272806
0.188321	-0.513862
0.023114	-0.062773
-0.172359	0.465879
0.030112	-0.081009
0.181112	-0.484960
-0.121095	0.322743
-0.126778	0.336318
0.141041	-0.372425
0.079921	-0.210063
-0.203846	0.533317
0.005200	-0.013541
0.177936	-0.461280
-0.056192	0.145009
-0.174822	0.449102
0.149939	-0.383437
0.110655	-0.281703
