# Time(sec)	Signal	Window
0.640000	0.000000	0.000000
0.645000	0.000000	0.000152
0.650000	0.000000	0.000607
0.655000	0.000000	0.001365
0.660000	0.000000	0.002427
0.665000	0.000000	0.003790
0.670000	0.000000	0.005454
0.675000	0.000000	0.007419
0.680000	0.000000	0.009683
0.685000	0.000000	0.012244
0.690000	0.000000	0.015102
0.695000	0.000000	0.018253
0.700000	0.000000	0.021698
0.705000	0.000000	0.025433
0.710000	0.000000	0.029455
0.715000	0.000000	0.033764
0.720000	0.000000	0.038355
0.725000	0.000000	0.043227
0.730000	0.000000	0.048376
0.735000	0.000000	0.053800
0.740000	0.000000	0.059494
0.745000	0.000000	0.065456
0.750000	0.000000	0.071681
0.755000	0.000000	0.078166
0.760000	0.000000	0.084908
0.765000	0.000000	0.091902
0.770000	0.000000	0.099143
0.775000	0.000000	0.106628
0.780000	0.000000	0.114351
0.785000	0.000000	0.122309
0.790000	0.000000	0.130496
0.795000	0.000000	0.138907
0.800000	0.000000	0.147537
0.805000	0.000000	0.156382
0.810000	0.000000	0.165435
0.815000	0.000000	0.174691
0.820000	0.000000	0.184144
0.825000	0.000000	0.193790
0.830000	0.000000	0.203621
0.835000	0.000000	0.213632
0.840000	0.000000	0.223818
0.845000	0.000000	0.234170
0.850000	0.000000	0.244684
0.855000	0.000000	0.255354
0.860000	0.000000	0.266171
0.865000	0.000000	0.277131
0.870000	0.000000	0.288226
0.875000	0.000000	0.299449
0.880000	0.000000	0.310794
0.885000	0.000000	0.322255
0.890000	0.000000	0.333823
0.895000	0.000000	0.345491
0.900000	0.000000	0.357254
0.905000	0.000000	0.369104
0.910000	0.000000	0.381032
0.915000	0.000000	0.393033
0.920000	0.000000	0.405099
0.925000	0.000000	0.417223
0.930000	0.000000	0.429397
0.935000	0.000000	0.441614
0.940000	0.000000	0.453866
0.945000	0.000000	0.466146
0.950000	0.000000	0.478447
0.955000	0.000000	0.490761
0.960000	0.000000	0.503080
0.965000	0.000000	0.515398
0.970000	0.000000	0.527706
0.975000	0.000000	0.539997
0.980000	0.000000	0.552264
0.985000	0.000000	0.564500
0.990000	0.000000	0.576696
0.995000	0.000000	0.588845
1.000000	0.000000	0.600941
1.005000	0.000000	0.612976
1.010000	0.000000	0.624941
1.015000	0.000000	0.636832
1.020000	0.000000	0.648638
1.025000	0.000000	0.660355
1.030000	0.000000	0.671974
1.035000	0.000000	0.683489
1.040000	0.000000	0.694893
1.045000	0.000000	0.706178
1.050000	0.000000	0.717338
1.055000	0.000000	0.728366
1.060000	0.000000	0.739256
1.065000	0.000000	0.750000
1.070000	0.000000	0.760592
1.075000	0.000000	0.771027
1.080000	0.000000	0.781296
1.085000	0.000000	0.791395
1.090000	0.000000	0.801317
1.095000	0.000000	0.811056
1.100000	0.000000	0.820607
1.105000	0.000000	0.829962
1.110000	0.000000	0.839118
1.115000	0.000000	0.848067
1.120000	0.000000	0.856805
1.125000	0.000000	0.865327
1.130000	0.000000	0.873626
1.135000	0.000000	0.881699
1.140000	0.000000	0.889540
1.145000	0.000000	0.897145
1.150000	0.000000	0.904508
1.155000	0.000000	0.911626
1.160000	0.000000	0.918495
1.165000	0.000000	0.925109
1.170000	0.000000	0.931464
1.175000	0.000000	0.937558
1.180000	0.000000	0.943387
1.185000	0.000000	0.948946
1.190000	0.000000	0.954233
1.195000	0.000000	0.959243
1.200000	0.000000	0.963976
1.205000	0.000000	0.968426
1.210000	0.000000	0.972592
1.215000	0.000000	0.976471
1.220000	0.000000	0.980061
1.225000	0.000000	0.983359
1.230000	0.000000	0.986364
1.235000	0.000000	0.989074
1.240000	0.000000	0.991487
1.245000	0.000000	0.993601
1.250000	0.000000	0.995416
1.255000	0.000000	0.996930
1.260000	0.000000	0.998142
1.265000	0.000000	0.999052
1.270000	0.000000	0.999659
1.275000	0.000000	0.999962
1.280000	0.000000	0.999962
1.285000	0.156381	0.999659
1.290000	0.308724	0.999052
1.295000	0.453147	0.998142
1.300000	0.585980	0.996930
1.305000	0.703865	0.995416
1.310000	0.803840	0.993601
1.315000	0.883421	0.991487
1.320000	0.940665	0.989074
1.325000	0.974220	0.986364
1.330000	0.983359	0.983359
1.335000	0.967995	0.980061
1.340000	0.928679	0.976471
1.345000	0.866586	0.972592
1.350000	0.783473	0.968426
1.355000	0.681634	0.963976
1.360000	0.563829	0.959243
1.365000	0.433213	0.954233
1.370000	0.293240	0.948946
1.375000	0.147578	0.943387
1.380000	-0.000000	0.937558
1.385000	-0.145713	0.931464
1.390000	-0.285874	0.925109
1.395000	-0.416988	0.918495
1.400000	-0.535841	0.911626
1.405000	-0.639584	0.904508
1.410000	-0.725805	0.897145
1.415000	-0.792586	0.889540
1.420000	-0.838546	0.881699
1.425000	-0.862870	0.873626
1.430000	-0.865327	0.865327
1.435000	-0.846256	0.856805
1.440000	-0.806560	0.848067
1.445000	-0.747659	0.839118
1.450000	-0.671454	0.829962
1.455000	-0.580257	0.820607
1.460000	-0.476727	0.811056
1.465000	-0.363790	0.801317
1.470000	-0.244555	0.791395
1.475000	-0.122222	0.781296
1.480000	0.000000	0.771027
1.485000	0.118983	0.760592
1.490000	0.231763	0.750000
1.495000	0.335615	0.739256
1.500000	0.428123	0.728366
1.505000	0.507235	0.717338
1.510000	0.571310	0.706178
1.515000	0.619154	0.694893
1.520000	0.650037	0.683489
1.525000	0.663701	0.671974
1.530000	0.660355	0.660355
1.535000	0.640653	0.648638
1.540000	0.605663	0.636832
1.545000	0.556827	0.624941
1.550000	0.495908	0.612976
1.555000	0.424929	0.600941
1.560000	0.346115	0.588845
1.565000	0.261814	0.576696
1.570000	0.174440	0.564500
1.575000	0.086393	0.552264
1.580000	-0.000000	0.539997
1.585000	-0.082551	0.527706
1.590000	-0.159267	0.515398
