# Time(sec)	Signal	Window
9.970000	-0.351044	0.369104
9.975000	-0.210000	0.357254
9.980000	-0.000008	0.345491
9.985000	0.196213	0.333823
9.990000	0.306483	0.322255
9.995000	0.295581	0.310794
10.000000	0.176004	0.299449
10.005000	-0.000014	0.288226
10.010000	-0.162880	0.277131
10.015000	-0.253140	0.266171
10.020000	-0.242858	0.255354
10.025000	-0.143825	0.244684
10.030000	-0.000000	0.234170
10.035000	0.131559	0.223818
10.040000	0.203178	0.213632
10.045000	0.193653	0.203621
10.050000	0.113898	0.193790
10.055000	0.000009	0.184144
10.060000	-0.102676	0.174691
10.065000	-0.157337	0.165435
10.070000	-0.148728	0.156382
10.075000	-0.086719	0.147537
10.080000	0.000003	0.138907
10.085000	0.076707	0.130496
10.090000	0.116324	0.122309
10.095000	0.108756	0.114351
10.100000	0.062677	0.106628
10.105000	0.000002	0.099143
10.110000	-0.054018	0.091902
10.115000	-0.080752	0.084908
10.120000	-0.074340	0.078166
10.125000	-0.042131	0.071681
10.130000	0.000003	0.065456
10.135000	0.034967	0.059494
10.140000	0.051166	0.053800
10.145000	0.046009	0.048376
10.150000	0.025409	0.043227
10.155000	0.000000	0.038355
10.160000	-0.019846	0.033764
10.165000	-0.028014	0.029455
10.170000	-0.024187	0.025433
10.175000	-0.012753	0.021698
10.180000	-0.000001	0.018253
10.185000	0.008876	0.015102
10.190000	0.011645	0.012244
10.195000	0.009209	0.009683
10.200000	0.004361	0.007419
10.205000	-0.000000	0.005454
10.210000	-0.002228	0.003790
10.215000	-0.002308	0.002427
10.220000	-0.001299	0.001365
10.225000	-0.000357	0.000607
10.230000	-0.000000	0.000152
10.235000	0.000000	0.000000
