# Time(sec)	Signal	Window
3.000000	-0.459235	0.781296
3.005000	-0.559601	0.791395
3.010000	-0.648280	0.801317
3.015000	-0.722657	0.811056
3.020000	-0.780443	0.820607
3.025000	-0.819744	0.829962
3.030000	-0.839118	0.839118
3.035000	-0.837626	0.848067
3.040000	-0.814870	0.856805
3.045000	-0.771012	0.865327
3.050000	-0.706779	0.873626
3.055000	-0.623456	0.881699
3.060000	-0.522859	0.889540
3.065000	-0.407296	0.897145
3.070000	-0.279510	0.904508
3.075000	-0.142611	0.911626
3.080000	-0.000001	0.918495
3.085000	0.144717	0.925109
3.090000	0.287837	0.931464
3.095000	0.425644	0.937558
3.100000	0.554510	0.943387
3.105000	0.671007	0.948946
3.110000	0.771991	0.954233
3.115000	0.854693	0.959243
3.120000	0.916796	0.963976
3.125000	0.956503	0.968426
3.130000	0.972592	0.972592
3.135000	0.964449	0.976471
3.140000	0.932093	0.980061
3.145000	0.876179	0.983359
3.150000	0.797985	0.986364
3.155000	0.699381	0.989074
3.160000	0.582781	0.991487
3.165000	0.451086	0.993601
3.170000	0.307601	0.995416
3.175000	0.155955	0.996930
3.180000	0.000001	0.998142
3.185000	-0.156285	0.999052
3.190000	-0.308910	0.999659
3.195000	-0.453972	0.999962
3.200000	-0.587762	0.999962
3.205000	-0.706864	0.999659
3.210000	-0.808249	0.999052
3.215000	-0.889350	0.998142
3.220000	-0.948137	0.996930
3.225000	-0.983161	0.995416
3.230000	-0.993601	0.993601
3.235000	-0.979280	0.991487
3.240000	-0.940665	0.989074
3.245000	-0.878856	0.986364
3.250000	-0.795554	0.983359
3.255000	-0.693007	0.980061
3.260000	-0.573955	0.976471
3.265000	-0.441547	0.972592
3.270000	-0.299260	0.968426
3.275000	-0.150799	0.963976
3.280000	-0.000000	0.959243
3.285000	0.149278	0.954233
3.290000	0.293240	0.948946
3.295000	0.428291	0.943387
3.300000	0.551083	0.937558
3.305000	0.658647	0.931464
3.310000	0.748428	0.925109
3.315000	0.818386	0.918495
3.320000	0.867008	0.911626
3.325000	0.893373	0.904508
3.330000	0.897145	0.897145
3.335000	0.878588	0.889540
3.340000	0.838546	0.881699
3.345000	0.778406	0.873626
3.350000	0.700065	0.865327
3.355000	0.605852	0.856805
3.360000	0.498483	0.848067
3.365000	0.380951	0.839118
3.370000	0.256475	0.829962
3.375000	0.128370	0.820607
3.380000	0.000002	0.811056
3.385000	-0.125354	0.801317
3.390000	-0.244552	0.791395
3.395000	-0.354701	0.781296
3.400000	-0.453196	0.771027
3.405000	-0.537820	0.760592
3.410000	-0.606764	0.750000
3.415000	-0.658682	0.739256
3.420000	-0.692718	0.728366
3.425000	-0.708507	0.717338
3.430000	-0.706178	0.706178
3.435000	-0.686338	0.694893
3.440000	-0.650036	0.683489
3.445000	-0.598734	0.671974
3.450000	-0.534238	0.660355
3.455000	-0.458657	0.648638
3.460000	-0.374319	0.636832
3.465000	-0.283718	0.624941
3.470000	-0.189419	0.612976
3.475000	-0.094009	0.600941
3.480000	0.000001	0.588845
3.485000	0.090214	0.576696
3.490000	0.174441	0.564500
3.495000	0.250721	0.552264
3.500000	0.317403	0.539997
3.505000	0.373143	0.527706
3.510000	0.416966	0.515398
3.515000	0.448247	0.503080
3.520000	0.466741	0.490761
3.525000	0.472556	0.478447
3.530000	0.000000	0.466146
3.535000	-0.140255	0.453866
3.540000	-0.259574	0.441614
3.545000	-0.347391	0.429397
3.550000	-0.396803	0.417223
3.555000	-0.405099	0.405099
3.560000	-0.373797	0.393033
3.565000	-0.308261	0.381032
3.570000	-0.216954	0.369104
3.575000	-0.110396	0.357254
3.580000	-0.000001	0.345491
3.585000	0.103158	0.333823
3.590000	0.189416	0.322255
3.595000	0.251439	0.310794
3.600000	0.284793	0.299449
3.605000	0.288226	0.288226
3.610000	0.263567	0.277131
3.615000	0.215337	0.266171
3.620000	0.150094	0.255354
3.625000	0.075611	0.244684
3.630000	0.000001	0.234170
3.635000	-0.069164	0.223818
3.640000	-0.125569	0.213632
3.645000	-0.164733	0.203621
3.650000	-0.184305	0.193790
3.655000	-0.184144	0.184144
3.660000	-0.166140	0.174691
3.665000	-0.133840	0.165435
3.670000	-0.091918	0.156382
3.675000	-0.045592	0.147537
3.680000	0.000001	0.138907
3.685000	0.040325	0.130496
3.690000	0.071892	0.122309
3.695000	0.092512	0.114351
3.700000	0.101409	0.106628
3.705000	0.099143	0.099143
3.710000	0.087403	0.091902
3.715000	0.068692	0.084908
3.720000	0.045945	0.078166
3.725000	0.022151	0.071681
3.730000	-0.000000	0.065456
3.735000	-0.018384	0.059494
3.740000	-0.031623	0.053800
3.745000	-0.039137	0.048376
3.750000	-0.041112	0.043227
3.755000	-0.038355	0.038355
3.760000	-0.032111	0.033764
3.765000	-0.023830	0.029455
3.770000	-0.014949	0.025433
3.775000	-0.006705	0.021698
3.780000	0.000000	0.018253
3.785000	0.004667	0.015102
3.790000	0.007197	0.012244
3.795000	0.007833	0.009683
3.800000	0.007056	0.007419
3.805000	0.005454	0.005454
3.810000	0.003604	0.003790
3.815000	0.001963	0.002427
3.820000	0.000803	0.001365
3.825000	0.000188	0.000607
3.830000	0.000000	0.000152
3.835000	-0.000000	0.000000
