# Time(sec)	Signal	Window
2.190000	-0.189420	0.612976
2.195000	-0.272822	0.600941
2.200000	-0.346115	0.588845
2.205000	-0.407786	0.576696
2.210000	-0.456690	0.564500
2.215000	-0.492071	0.552264
2.220000	-0.513568	0.539997
2.225000	-0.521209	0.527706
2.230000	-0.515398	0.515398
2.235000	-0.496886	0.503080
2.240000	-0.466741	0.490761
2.245000	-0.426299	0.478447
2.250000	-0.377120	0.466146
2.255000	-0.320931	0.453866
2.260000	-0.259574	0.441614
2.265000	-0.194942	0.429397
2.270000	-0.128929	0.417223
2.275000	-0.063371	0.405099
2.280000	-0.000000	0.393033
2.285000	0.059607	0.381032
2.290000	0.114059	0.369104
2.295000	0.162190	0.357254
2.300000	0.203075	0.345491
2.305000	0.236048	0.333823
2.310000	0.260709	0.322255
2.315000	0.276920	0.310794
2.320000	0.284793	0.299449
2.325000	0.284677	0.288226
2.330000	0.277131	0.277131
2.335000	0.262894	0.266171
2.340000	0.242856	0.255354
2.345000	0.218015	0.244684
2.350000	0.189448	0.234170
2.355000	0.158263	0.223818
2.360000	0.125570	0.213632
2.365000	0.092442	0.203621
2.370000	0.059884	0.193790
2.375000	0.028806	0.184144
2.380000	-0.000000	0.174691
2.385000	-0.025880	0.165435
2.390000	-0.048325	0.156382
2.395000	-0.066981	0.147537
2.400000	-0.081647	0.138907
2.405000	-0.092274	0.130496
2.410000	-0.098950	0.122309
2.415000	-0.101887	0.114351
2.420000	-0.101409	0.106628
2.425000	-0.097922	0.099143
2.430000	-0.091902	0.091902
2.435000	-0.083863	0.084908
2.440000	-0.074341	0.078166
2.445000	-0.063868	0.071681
2.450000	-0.052955	0.065456
2.455000	-0.042069	0.059494
2.460000	-0.031623	0.053800
2.465000	-0.021963	0.048376
2.470000	-0.013358	0.043227
2.475000	-0.006000	0.038355
2.480000	0.000000	0.033764
2.485000	0.004608	0.029455
2.490000	0.007859	0.025433
2.495000	0.009851	0.021698
2.500000	0.010729	0.018253
2.505000	0.010678	0.015102
2.510000	0.009906	0.012244
2.515000	0.008627	0.009683
2.520000	0.007056	0.007419
2.525000	0.005387	0.005454
2.530000	0.003790	0.003790
2.535000	0.002397	0.002427
2.540000	0.001299	0.001365
2.545000	0.000541	0.000607
2.550000	0.000123	0.000152
2.555000	0.000000	0.000000
