# YR	YI
0.045246	0.607581
-1.120593	0.908305
-0.586770	-0.607181
1.663802	-0.900737
0.042264	0.606638
-1.123977	0.893394
-0.579228	-0.606419
1.662474	-0.886297
0.039481	0.605707
-1.126947	0.878771
-0.571653	-0.605510
1.661257	-0.871750
0.036653	0.604936
-1.129961	0.864469
-0.564364	-0.604506
1.659824	-0.857240
0.033627	0.604128
-1.133037	0.850121
-0.557173	-0.603706
1.658498	-0.843010
0.030694	0.603312
-1.135963	0.835908
-0.550094	-0.602887
1.657201	-0.828900
0.027735	0.602460
-1.138745	0.821776
-0.543052	-0.602136
1.655972	-0.814864
0.024758	0.601618
-1.141492	0.807811
-0.536024	-0.601382
1.654847	-0.800833
0.021866	0.600921
-1.144325	0.794073
-0.529188	-0.600560
1.653564	-0.787157
0.018817	0.600229
-1.146851	0.780275
-0.522520	-0.599940
1.652451	-0.773405
0.015960	0.599497
-1.149414	0.766692
-0.516089	-0.599147
1.651581	-0.760097
0.012954	0.599349
-1.152411	0.752634
-0.508828	-0.598464
1.650048	-0.746154
0.009988	0.598104
-1.154559	0.739480
-0.502566	-0.597763
1.649040	-0.732791
0.006985	0.597440
-1.156942	0.726149
-0.496212	-0.597109
1.648025	-0.719527
0.003982	0.596781
-1.159222	0.712874
-0.489900	-0.596440
1.647075	-0.706281
0.000839	0.596159
-1.161331	0.699584
-0.483694	-0.595526
1.645851	-0.693413
-0.001797	0.595487
-1.163784	0.686789
-0.477507	-0.595241
1.645043	-0.680194
-0.004891	0.594852
-1.165969	0.673817
-0.471345	-0.594612
1.644076	-0.667306
-0.007952	0.594303
-1.168004	0.660875
-0.465330	-0.594093
1.643169	-0.654399
-0.010891	0.593731
-1.170054	0.648060
-0.459318	-0.593418
1.642329	-0.641544
-0.013955	0.593315
-1.172170	0.635406
-0.453635	-0.592834
1.641323	-0.628926
-0.017060	0.592642
-1.174101	0.622631
-0.447788	-0.592401
1.640520	-0.616379
-0.020035	0.592070
-1.175936	0.610065
-0.441988	-0.591810
1.639693	-0.603773
-0.023140	0.591633
-1.177871	0.597576
-0.436435	-0.591333
1.638819	-0.591456
-0.026240	0.590943
-1.179571	0.584999
-0.430705	-0.590932
1.638227	-0.579067
-0.029158	0.590410
-1.181157	0.572717
-0.424999	-0.590399
1.637536	-0.566543
-0.032204	0.590036
-1.183070	0.560611
-0.419491	-0.589816
1.636644	-0.554480
-0.035438	0.589653
-1.184551	0.548331
-0.414137	-0.589534
1.635947	-0.542161
-0.038350	0.589168
-1.186225	0.536206
-0.408847	-0.588970
1.635345	-0.530195
-0.041486	0.589011
-1.188040	0.523821
-0.403200	-0.588537
1.634496	-0.517949
-0.044581	0.588316
-1.189378	0.511932
-0.398045	-0.588084
1.633880	-0.505936
-0.047743	0.587902
-1.190861	0.499964
-0.392862	-0.587695
1.633275	-0.494004
-0.050899	0.587476
-1.192225	0.488007
-0.387680	-0.587272
1.632771	-0.482013
-0.054379	0.587105
-1.193219	0.475760
-0.382605	-0.586077
1.631482	-0.470885
-0.056480	0.586672
-1.195246	0.464661
-0.377510	-0.586537
1.631333	-0.458662
-0.059921	0.586276
-1.196539	0.452868
-0.372440	-0.586130
1.630755	-0.446977
-0.063184	0.585964
-1.197716	0.441118
-0.367486	-0.585844
1.630238	-0.435221
-0.066256	0.585606
-1.198959	0.429443
-0.362521	-0.585430
1.629742	-0.423542
-0.069467	0.585393
-1.200255	0.417911
-0.357797	-0.585112
1.629165	-0.412085
-0.072639	0.584929
-1.201356	0.406316
-0.352913	-0.584771
1.628679	-0.400514
-0.075800	0.584623
-1.202494	0.394791
-0.348116	-0.584468
1.628200	-0.389095
-0.078964	0.584308
-1.203526	0.383293
-0.343359	-0.584113
1.627825	-0.377628
-0.082169	0.584096
-1.204494	0.372013
-0.338764	-0.583721
1.627304	-0.366100
-0.085602	0.583701
-1.205641	0.360656
-0.334125	-0.583656
1.626894	-0.354733
-0.088660	0.583156
-1.206887	0.349421
-0.329095	-0.583231
1.626375	-0.343878
-0.092167	0.583307
-1.207303	0.338181
-0.324823	-0.583388
1.625819	-0.332137
-0.094986	0.582857
-1.208536	0.326826
-0.320217	-0.582934
1.625496	-0.321163
-0.098181	0.582929
-1.209607	0.315302
-0.315491	-0.582545
1.625023	-0.309883
-0.101508	0.582535
-1.210274	0.304197
-0.311201	-0.582303
1.624763	-0.298728
-0.104810	0.582251
-1.211056	0.293135
-0.306801	-0.582134
1.624393	-0.287561
-0.107996	0.581973
-1.211918	0.282107
-0.302356	-0.581935
1.623922	-0.276559
-0.110899	0.581770
-1.213118	0.271408
-0.297971	-0.582499
1.624300	-0.264840
-0.115254	0.581591
-1.213122	0.259634
-0.293666	-0.581462
1.623636	-0.254205
-0.118253	0.581351
-1.213930	0.248740
-0.289326	-0.581255
1.623307	-0.243283
-0.121591	0.581193
-1.214501	0.237807
-0.285082	-0.581207
1.622971	-0.232147
-0.124750	0.580949
-1.215232	0.226792
-0.280653	-0.580962
1.622787	-0.221104
-0.128032	0.581106
-1.216103	0.215970
-0.276835	-0.580714
1.622324	-0.210451
-0.131418	0.580744
-1.216444	0.204858
-0.272627	-0.580555
1.622183	-0.199488
-0.134848	0.580560
-1.216909	0.193988
-0.268507	-0.580497
1.621954	-0.188500
-0.138187	0.580350
-1.217427	0.183171
-0.264293	-0.580424
1.621653	-0.177604
-0.141443	0.580248
-1.217946	0.172331
-0.260129	-0.580122
1.621258	-0.166752
-0.144959	0.580278
-1.218458	0.161246
-0.256119	-0.580002
1.621150	-0.156137
-0.148504	0.580361
-1.218500	0.150321
-0.252479	-0.580076
1.621156	-0.144853
-0.151650	0.579806
-1.219406	0.139543
-0.248183	-0.579563
1.621139	-0.134523
-0.155499	0.579860
-1.219444	0.128898
-0.244402	-0.579651
1.621124	-0.123710
-0.158985	0.579880
-1.219958	0.118038
-0.240141	-0.579657
1.620739	-0.112676
-0.162401	0.579537
-1.220223	0.107389
-0.236249	-0.579572
1.620582	-0.101946
-0.165843	0.579491
-1.220514	0.096590
-0.232365	-0.579458
1.620462	-0.091237
-0.169352	0.579463
-1.220738	0.085816
-0.228548	-0.579380
1.620361	-0.080524
-0.172804	0.579401
-1.221056	0.075236
-0.224745	-0.579653
1.620544	-0.069487
-0.176752	0.579309
-1.220986	0.064300
-0.220910	-0.579360
1.620290	-0.058855
-0.180154	0.579206
-1.221282	0.053652
-0.216972	-0.579266
1.620147	-0.048317
-0.183829	0.579323
-1.221240	0.042947
-0.213311	-0.579384
1.620021	-0.037466
-0.187307	0.579236
-1.221483	0.032224
-0.209625	-0.579299
1.619822	-0.026942
-0.190931	0.578994
-1.221313	0.021250
-0.205531	-0.579239
1.620069	-0.016051
-0.194612	0.579257
-1.221473	0.010668
-0.201969	-0.579215
1.620054	-0.005359
-0.198306	0.579238
-1.221483	-0.000000
-0.198306	-0.579238
1.620054	0.005359
-0.201969	0.579215
-1.221473	-0.010668
-0.194612	-0.579257
1.620069	0.016051
-0.205531	0.579239
-1.221313	-0.021250
-0.190931	-0.578994
1.619822	0.026942
-0.209625	0.579299
-1.221483	-0.032224
-0.187307	-0.579236
1.620021	0.037466
-0.213311	0.579385
-1.221240	-0.042947
-0.183829	-0.579323
1.620147	0.048317
-0.216972	0.579266
-1.221282	-0.053652
-0.180154	-0.579206
1.620290	0.058855
-0.220910	0.579360
-1.220986	-0.064300
-0.176752	-0.579309
1.620544	0.069487
-0.224745	0.579653
-1.221056	-0.075236
-0.172804	-0.579401
1.620361	0.080524
-0.228548	0.579380
-1.220738	-0.085816
-0.169352	-0.579463
1.620462	0.091237
-0.232365	0.579458
-1.220514	-0.096590
-0.165843	-0.579491
1.620582	0.101946
-0.236249	0.579572
-1.220223	-0.107389
-0.162401	-0.579537
1.620739	0.112676
-0.240141	0.579657
-1.219958	-0.118038
-0.158985	-0.579880
1.621124	0.123710
-0.244402	0.579651
-1.219444	-0.128898
-0.155499	-0.579860
1.621139	0.134522
-0.248183	0.579563
-1.219406	-0.139543
-0.151650	-0.579806
1.621156	0.144853
-0.252479	0.580076
-1.218500	-0.150321
-0.148504	-0.580361
1.621150	0.156137
-0.256119	0.580002
-1.218459	-0.161246
-0.144959	-0.580278
1.621258	0.166752
-0.260129	0.580122
-1.217946	-0.172331
-0.141443	-0.580248
1.621653	0.177604
-0.264293	0.580424
-1.217427	-0.183171
-0.138187	-0.580350
1.621954	0.188500
-0.268507	0.580497
-1.216909	-0.193988
-0.134848	-0.580560
1.622183	0.199488
-0.272627	0.580556
-1.216444	-0.204858
-0.131418	-0.580744
1.622324	0.210451
-0.276835	0.580714
-1.216103	-0.215970
-0.128032	-0.581106
1.622787	0.221104
-0.280653	0.580962
-1.215232	-0.226792
-0.124750	-0.580949
1.622971	0.232147
-0.285082	0.581207
-1.214501	-0.237807
-0.121591	-0.581193
1.623307	0.243283
-0.289326	0.581255
-1.213930	-0.248740
-0.118253	-0.581351
1.623636	0.254205
-0.293666	0.581462
-1.213122	-0.259634
-0.115254	-0.581591
1.624300	0.264840
-0.297971	0.582499
-1.213117	-0.271408
-0.110899	-0.581770
1.623922	0.276559
-0.302356	0.581935
-1.211918	-0.282107
-0.107996	-0.581973
1.624393	0.287561
-0.306801	0.582134
-1.211056	-0.293135
-0.104810	-0.582251
1.624763	0.298728
-0.311201	0.582303
-1.210274	-0.304197
-0.101508	-0.582535
1.625023	0.309883
-0.315491	0.582545
-1.209607	-0.315302
-0.098181	-0.582929
1.625496	0.321163
-0.320217	0.582934
-1.208536	-0.326826
-0.094986	-0.582857
1.625819	0.332137
-0.324823	0.583388
-1.207303	-0.338181
-0.092167	-0.583308
1.626375	0.343878
-0.329095	0.583231
-1.206887	-0.349421
-0.088660	-0.583156
1.626894	0.354733
-0.334125	0.583656
-1.205641	-0.360656
-0.085602	-0.583701
1.627304	0.366100
-0.338764	0.583721
-1.204494	-0.372013
-0.082169	-0.584096
1.627825	0.377628
-0.343359	0.584113
-1.203526	-0.383293
-0.078964	-0.584308
1.628200	0.389095
-0.348116	0.584468
-1.202494	-0.394791
-0.075800	-0.584623
1.628679	0.400514
-0.352913	0.584772
-1.201356	-0.406316
-0.072639	-0.584929
1.629166	0.412084
-0.357797	0.585112
-1.200255	-0.417911
-0.069467	-0.585393
1.629742	0.423542
-0.362521	0.585430
-1.198959	-0.429443
-0.066256	-0.585606
1.630238	0.435221
-0.367486	0.585844
-1.197716	-0.441118
-0.063184	-0.585964
1.630755	0.446977
-0.372440	0.586130
-1.196539	-0.452868
-0.059921	-0.586276
1.631333	0.458662
-0.377510	0.586537
-1.195246	-0.464661
-0.056480	-0.586672
1.631482	0.470885
-0.382605	0.586077
-1.193219	-0.475760
-0.054379	-0.587105
1.632771	0.482013
-0.387680	0.587273
-1.192225	-0.488007
-0.050899	-0.587476
1.633275	0.494004
-0.392862	0.587695
-1.190861	-0.499964
-0.047743	-0.587902
1.633880	0.505936
-0.398045	0.588084
-1.189378	-0.511932
-0.044581	-0.588316
1.634496	0.517949
-0.403200	0.588537
-1.188040	-0.523821
-0.041486	-0.589011
1.635345	0.530195
-0.408847	0.588970
-1.186225	-0.536206
-0.038350	-0.589168
1.635947	0.542161
-0.414137	0.589534
-1.184551	-0.548331
-0.035438	-0.589653
1.636644	0.554480
-0.419491	0.589816
-1.183069	-0.560611
-0.032204	-0.590036
1.637536	0.566543
-0.424999	0.590399
-1.181157	-0.572717
-0.029158	-0.590410
1.638227	0.579067
-0.430705	0.590932
-1.179571	-0.584999
-0.026240	-0.590943
1.638820	0.591456
-0.436435	0.591333
-1.177871	-0.597576
-0.023140	-0.591633
1.639693	0.603773
-0.441988	0.591810
-1.175936	-0.610065
-0.020035	-0.592070
1.640520	0.616379
-0.447788	0.592401
-1.174101	-0.622631
-0.017060	-0.592642
1.641323	0.628926
-0.453635	0.592834
-1.172170	-0.635406
-0.013955	-0.593315
1.642329	0.641544
-0.459318	0.593418
-1.170054	-0.648060
-0.010891	-0.593731
1.643169	0.654399
-0.465330	0.594093
-1.168004	-0.660875
-0.007952	-0.594303
1.644076	0.667306
-0.471345	0.594612
-1.165969	-0.673817
-0.004891	-0.594852
1.645043	0.680194
-0.477507	0.595241
-1.163784	-0.686789
-0.001797	-0.595487
1.645851	0.693413
-0.483694	0.595526
-1.161331	-0.699584
0.000839	-0.596159
1.647076	0.706281
-0.489900	0.596440
-1.159222	-0.712874
0.003982	-0.596781
1.648023	0.719527
-0.496212	0.597109
-1.156942	-0.726149
0.006985	-0.597440
1.649040	0.732791
-0.502566	0.597763
-1.154559	-0.739480
0.009988	-0.598104
1.650048	0.746154
-0.508828	0.598464
-1.152411	-0.752634
0.012954	-0.599349
1.651581	0.760097
-0.516089	0.599147
-1.149414	-0.766692
0.015960	-0.599497
1.652451	0.773405
-0.522520	0.599940
-1.146851	-0.780275
0.018817	-0.600229
1.653564	0.787157
-0.529188	0.600560
-1.144325	-0.794073
0.021866	-0.600921
1.654847	0.800833
-0.536024	0.601382
-1.141492	-0.807811
0.024758	-0.601618
1.655972	0.814864
-0.543052	0.602136
-1.138745	-0.821776
0.027735	-0.602460
1.657201	0.828900
-0.550094	0.602887
-1.135963	-0.835908
0.030694	-0.603312
1.658498	0.843010
-0.557173	0.603706
-1.133037	-0.850121
0.033627	-0.604128
1.659824	0.857240
-0.564364	0.604506
-1.129961	-0.864469
0.036653	-0.604936
1.661257	0.871750
-0.571653	0.605510
-1.126947	-0.878771
0.039481	-0.605707
1.662474	0.886297
-0.579228	0.606419
-1.123975	-0.893394
0.042264	-0.606638
1.663802	0.900737
-0.586770	0.607181
-1.120593	-0.908305
0.045246	-0.607581
1.665412	0.915569
-0.594370	0.608142
-1.117290	-0.923107
0.048120	-0.608397
1.666918	0.930446
-0.602301	0.609058
-1.113829	-0.938120
0.051076	-0.609461
1.668417	0.945655
-0.610184	0.609751
-1.110126	-0.952967
0.053717	-0.610465
1.670123	0.960745
-0.618215	0.610920
-1.106713	-0.968348
0.056733	-0.611493
1.671696	0.976092
-0.626352	0.611946
-1.103023	-0.983833
0.059652	-0.612464
1.673394	0.991614
-0.634782	0.613027
-1.099170	-0.999507
0.062486	-0.613509
1.675305	1.007436
-0.643886	0.614074
-1.094462	-1.016031
0.065348	-0.612994
1.675679	1.021890
-0.650355	0.615150
-1.091892	-1.030522
0.068224	-0.615723
1.678257	1.038661
-0.659693	0.616310
-1.087617	-1.046773
0.071031	-0.616848
1.680176	1.054907
-0.668602	0.617412
-1.083469	-1.063102
0.073917	-0.617941
1.682203	1.071102
-0.677660	0.618664
-1.079011	-1.079374
0.076657	-0.619033
1.684104	1.087709
-0.686941	0.619770
-1.074606	-1.095941
0.079507	-0.620305
1.686037	1.104522
-0.696329	0.621005
-1.070280	-1.112748
0.082348	-0.621751
1.688091	1.121202
-0.705624	0.622255
