# YR	YI
-1.065610	-1.129702
0.085218	-0.622909
1.690199	1.138218
-0.715297	0.623663
-1.060838	-1.146884
0.087939	-0.624200
1.692466	1.155411
-0.725184	0.625011
-1.055884	-1.164142
0.090617	-0.625587
1.694785	1.172972
-0.735190	0.626334
-1.050910	-1.181477
0.093260	-0.627124
1.696885	1.190642
-0.745318	0.627471
-1.045791	-1.199232
0.096233	-0.628719
1.699178	1.208631
-0.755387	0.628916
-1.040759	-1.217107
0.099145	-0.630008
1.701360	1.226576
-0.765926	0.630491
-1.035440	-1.235496
0.102036	-0.631469
1.703776	1.244802
-0.776604	0.631940
-1.029610	-1.253760
0.104442	-0.632849
1.706506	1.263137
-0.787707	0.633763
-1.023985	-1.272556
0.107143	-0.634508
1.709179	1.281858
-0.798859	0.635297
-1.018012	-1.291394
0.109893	-0.636113
1.711862	1.300991
-0.810308	0.636975
-1.012065	-1.310492
0.112542	-0.637840
1.714592	1.320204
-0.822002	0.638589
-1.005645	-1.330110
0.115325	-0.639172
1.717170	1.339457
-0.833407	0.640467
-0.999627	-1.349414
0.117864	-0.641224
1.720179	1.359313
-0.845733	0.642177
-0.992937	-1.369517
0.120537	-0.643129
1.723361	1.379477
-0.858010	0.644075
-0.986256	-1.389539
0.123072	-0.644777
1.726244	1.399838
-0.871003	0.645855
-0.979459	-1.410369
0.125772	-0.647191
1.729813	1.420258
-0.883560	0.647894
-0.972266	-1.430880
0.128257	-0.649176
1.733123	1.440974
-0.896390	0.649752
-0.964576	-1.451724
0.130954	-0.650741
1.736300	1.462575
-0.910132	0.651933
-0.957257	-1.473212
0.133391	-0.652973
1.739771	1.483942
-0.923818	0.653917
-0.949317	-1.494985
0.136054	-0.655016
1.743450	1.506031
-0.937974	0.656314
-0.941457	-1.516918
0.138373	-0.657287
1.747096	1.528149
-0.952363	0.658491
-0.933202	-1.539239
0.140762	-0.659540
1.750802	1.550678
-0.967122	0.660641
-0.924632	-1.562086
0.143277	-0.661957
1.754763	1.573716
-0.982096	0.662989
-0.915984	-1.585167
0.145775	-0.664264
1.758752	1.596957
-0.997597	0.665462
-0.906972	-1.608745
0.148281	-0.666763
1.762827	1.620740
-1.013402	0.667743
-0.897403	-1.632394
0.150288	-0.669268
1.767362	1.644613
-1.029678	0.670610
-0.887937	-1.656842
0.152686	-0.671926
1.771822	1.669112
-1.046304	0.673257
-0.877989	-1.681550
0.155004	-0.674619
1.776433	1.694103
-1.063403	0.676022
-0.867801	-1.706689
0.157231	-0.677445
1.781184	1.719462
-1.080964	0.678817
-0.857114	-1.732425
0.159508	-0.680083
1.785920	1.745105
-1.098626	0.681828
-0.846446	-1.758286
0.161616	-0.683225
1.791076	1.771434
-1.117221	0.684851
-0.835078	-1.784960
0.163713	-0.686318
1.796475	1.798273
-1.136153	0.687994
-0.823453	-1.811931
0.165708	-0.689358
1.801890	1.825537
-1.155864	0.691164
-0.811402	-1.839560
0.167725	-0.692842
1.807714	1.853318
-1.175762	0.694429
-0.798907	-1.867503
0.169666	-0.696202
1.813493	1.881759
-1.196318	0.697849
-0.786057	-1.896101
0.171609	-0.699692
1.819486	1.910638
-1.217480	0.701377
-0.772717	-1.925339
0.173499	-0.703182
1.825758	1.940225
-1.239416	0.705201
-0.759096	-1.955111
0.174970	-0.706989
1.832136	1.970002
-1.261848	0.708555
-0.744435	-1.985742
0.176952	-0.710751
1.838957	2.001014
-1.285140	0.712418
-0.729575	-2.017036
0.178952	-0.714901
1.846329	2.032699
-1.308894	0.716940
-0.714433	-2.048416
0.180212	-0.718937
1.853351	2.064792
-1.333576	0.720938
-0.698657	-2.081094
0.181864	-0.723232
1.861039	2.097499
-1.358995	0.725421
-0.682120	-2.114246
0.183381	-0.727558
1.868589	2.131398
-1.385412	0.729349
-0.664546	-2.147765
0.183952	-0.732268
1.877309	2.165250
-1.412496	0.734529
-0.646984	-2.182728
0.185430	-0.736968
1.885731	2.200530
-1.440611	0.739420
-0.628598	-2.218380
0.186535	-0.741906
1.894622	2.236440
-1.469686	0.744456
-0.609283	-2.254900
0.187495	-0.746964
1.904000	2.273379
-1.499969	0.749713
-0.589130	-2.292300
0.188228	-0.752137
1.913552	2.311073
-1.530952	0.754997
-0.568429	-2.330316
0.188970	-0.757992
1.923745	2.350101
-1.563295	0.760529
-0.546795	-2.369482
0.189628	-0.763844
1.934153	2.390024
-1.596647	0.766277
-0.524441	-2.409818
0.190267	-0.769714
1.945029	2.430735
-1.631437	0.772473
-0.500982	-2.451384
0.190558	-0.775870
1.956552	2.472524
-1.667591	0.778924
-0.476309	-2.494017
0.190680	-0.782268
1.968787	2.515524
-1.705192	0.785541
-0.450512	-2.537691
0.190519	-0.788857
1.981433	2.560004
-1.744472	0.792414
-0.423746	-2.582653
0.190193	-0.795942
1.994689	2.605646
-1.785206	0.799504
-0.395717	-2.628941
0.189724	-0.803237
2.008559	2.652645
-1.827673	0.806942
-0.366352	-2.676697
0.189044	-0.810858
2.023143	2.701019
-1.872058	0.814678
-0.335562	-2.725965
0.188211	-0.818810
2.038692	2.751051
-1.918347	0.822967
-0.303364	-2.776542
0.186778	-0.827124
2.054772	2.802658
-1.966753	0.831278
-0.269689	-2.828959
0.185343	-0.835808
2.071966	2.855708
-2.017380	0.840250
-0.233993	-2.882814
0.182885	-0.844815
2.090659	2.909956
-2.070553	0.851163
-0.198163	-2.940235
0.182877	-0.854393
2.108316	2.968199
-2.126170	0.859274
-0.158071	-2.997317
0.179812	-0.864274
2.128548	3.027054
-2.184729	0.869506
-0.116790	-3.057264
0.176854	-0.874788
2.149828	3.088043
-2.246173	0.880129
-0.073166	-3.119507
0.173717	-0.885702
2.172406	3.151554
-2.311037	0.891448
-0.027198	-3.184188
0.169998	-0.896987
2.196039	3.217121
-2.378982	0.903138
0.021201	-3.251206
0.166030	-0.909358
2.221662	3.285805
-2.451095	0.915652
0.072550	-3.320961
0.161349	-0.922069
2.248569	3.357189
-2.527317	0.928513
0.126836	-3.393929
0.156495	-0.935580
2.277627	3.431396
-2.607762	0.942445
0.184766	-3.469572
0.150949	-0.949247
2.308346	3.509467
-2.693737	0.957419
0.245487	-3.548670
0.143963	-0.964153
2.340791	3.590293
-2.785091	0.972325
0.310683	-3.632141
0.137078	-0.980322
2.376399	3.674952
-2.881813	0.988407
0.380426	-3.719043
0.129435	-0.996861
2.414428	3.764194
-2.985383	1.005648
0.454525	-3.810298
0.120734	-1.014587
2.455295	3.857624
-3.096085	1.023651
0.534013	-3.906397
0.111341	-1.033276
2.499614	3.956220
-3.214739	1.042981
0.619227	-4.007590
0.100874	-1.053154
2.547519	4.060207
-3.342426	1.063564
0.710719	-4.114366
0.089142	-1.074336
2.599468	4.170258
-3.479935	1.085227
0.809079	-4.227481
0.076485	-1.096738
2.656131	4.286613
-3.628774	1.108543
0.915582	-4.347507
0.062239	-1.120736
2.718166	4.410282
-3.790228	1.133696
1.030504	-4.475659
0.047129	-1.146397
2.785781	4.542589
-3.965960	1.159872
1.155868	-4.611990
0.029836	-1.173822
2.860578	4.683821
-4.158089	1.188296
1.292270	-4.758262
0.010868	-1.203267
2.943296	4.835474
-4.368922	1.218766
1.441543	-4.915663
-0.010004	-1.234865
3.035267	4.999057
-4.601593	1.251584
1.605630	-5.085938
-0.033153	-1.268487
3.137583	5.175775
-4.858792	1.286901
1.786154	-5.270285
-0.058681	-1.305655
3.253266	5.368855
-5.146346	1.325121
1.986775	-5.471964
-0.087099	-1.345411
3.383822	5.580207
-5.468907	1.366379
2.210392	-5.693635
-0.118398	-1.388448
3.532794	5.813104
-5.833579	1.411357
2.461682	-5.938981
-0.153331	-1.435258
3.703917	6.072130
-6.249646	1.460398
2.745734	-6.212866
-0.192387	-1.486419
3.902622	6.362449
-6.728634	1.513688
3.070154	-6.521769
-0.235813	-1.542222
4.136047	6.691990
-7.286613	1.572303
3.444143	-6.874231
-0.284531	-1.603746
4.413774	7.070215
-7.945194	1.636574
3.881074	-7.282092
-0.338945	-1.671313
4.749712	7.511925
-8.735367	1.708180
4.398728	-7.761654
-0.400826	-1.745789
5.162817	8.036980
-9.703071	1.787137
5.023422	-8.339053
-0.470834	-1.829538
5.684568	8.675398
-10.915574	1.874751
5.797154	-9.051950
-0.549841	-1.922887
6.362932	9.477410
-12.484091	1.973280
6.783737	-9.962624
-0.640011	-2.027204
7.278869	10.523876
-14.599998	2.084548
8.097876	-11.181839
-0.743757	-2.145659
8.583385	11.966558
-17.620985	2.210983
9.956545	-12.922748
-0.863212	-2.280371
10.586547	14.117331
-22.313749	2.355050
12.840839	-15.659966
-1.002649	-2.435164
14.051891	17.739250
-30.666338	2.521358
18.075960	-20.711615
-1.166046	-2.614405
21.485546	25.340309
-49.959835	2.715092
31.203886	-33.609673
-1.359657	-2.824289
48.761608	52.795609
-145.681931	2.943114
146.263992	-148.379272
-1.591664	221.926666
-142.232025	-138.005630
140.523560	3.215408
-44.159691	42.414753
-1.873594	-3.372004
-27.648653	-23.214363
44.699524	3.545236
-16.189789	14.923230
-2.221643	-3.737821
-14.924534	-10.265289
25.192293	3.952745
-7.894996	7.256330
-2.660221	-4.194561
-10.036056	-5.132388
16.490503	4.468216
-3.333263	3.537159
-3.227228	-4.780370
-7.452177	-2.281470
11.270686	5.139714
0.110584	1.256018
-3.985158	-5.557237
-5.856545	-0.392246
7.466809	6.048668
3.388374	-0.354171
-5.042638	-6.634753
-4.774589	1.013937
4.165336	7.345536
7.166483	-1.609039
-6.612611	-8.225154
-3.994009	2.155492
0.699467	9.341162
12.358616	-2.665492
-9.168944	-10.802655
-3.405305	3.148881
-3.882164	12.798161
21.030413	-3.613434
-14.028545	-15.683846
-2.946518	4.065995
-12.195356	20.223185
40.505646	-4.511940
-26.722115	-28.399981
-2.579591	4.956788
-40.181442	47.490158
136.295502	-5.405430
-141.273315	-142.974457
-2.280107	230.862747
150.227692	-143.513306
-149.946548	-6.333651
49.754505	48.029411
-2.031841	6.823494
35.155083	-28.940081
-54.263355	-7.338027
22.514357	20.764427
-1.823056	7.883739
22.016333	-16.226591
-35.011547	-8.468696
15.118986	13.343031
-1.646003	9.101351
16.772270	-11.349813
-26.703131	-9.793222
11.693675	9.891107
-1.494065	10.558172
13.880941	-8.778316
-22.057405	-11.413986
9.732559	7.902304
-1.362962	12.383871
12.016970	-7.195497
-19.086395	-13.498790
8.472826	6.613849
-1.249185	14.801427
10.699853	-6.127429
-17.024118	-16.351992
7.603909	5.714668
-1.149537	18.239864
9.711135	-5.361605
-15.511466	-20.599104
6.975462	5.055689
-1.062907	23.649279
8.938712	-4.788713
-14.359042	-27.767673
6.506185	4.554070
-0.986768	33.667042
8.316556	-4.346831
-13.456284	-42.873566
6.148192	4.162466
-0.920015	59.356644
7.803979	-3.997981
-12.734113	-97.667542
5.871333	3.850457
-0.861306	288.768555
7.374765	446.281647
-12.148302	284.072479
5.655962	3.598487
-0.810024	-92.967865
7.010703	-3.490423
-11.667685	54.649792
5.488261	3.392789
-0.765209	-38.156075
6.698945	-3.304276
-11.271436	28.935003
5.359452	3.224055
-0.726340	-23.017698
6.430201	-3.151345
-10.944022	18.877380
5.262567	3.085389
-0.692844	-15.801242
6.197517	-3.025659
-10.673884	13.411868
5.192719	2.971807
-0.664537	-11.490088
5.995189	-2.923009
-10.453153	9.900635
5.146285	2.879367
-0.640528	-8.554354
5.819917	-2.840257
-10.274960	7.390736
5.120734	2.805548
-0.621042	-6.367167
5.667835	-2.774479
-10.134264	5.451347
5.113717	2.747797
-0.605697	-4.620414
5.537265	-2.724699
-10.028478	3.855895
5.124465	2.705111
-0.594242	-3.143371
5.425908	-2.688797
-9.954754	2.470459
5.152354	2.676245
-0.586962	-1.828072
5.332493	-2.666701
-9.910898	1.207179
5.196075	2.660381
-0.583198	-0.600197
5.256048	-2.657246
