# Time(sec)	Signal	Window
8.985000	0.585083	0.995416
8.990000	0.944972	0.993601
8.995000	0.942954	0.991487
9.000000	0.581384	0.989074
9.005000	0.000012	0.986364
9.010000	-0.578006	0.983359
9.015000	-0.932098	0.980061
9.020000	-0.928688	0.976471
9.025000	-0.571687	0.972592
9.030000	-0.000000	0.968426
9.035000	0.566622	0.963976
9.040000	0.912303	0.959243
9.045000	0.907534	0.954233
9.050000	0.557778	0.948946
9.055000	-0.000011	0.943387
9.060000	-0.551103	0.937558
9.065000	-0.885870	0.931464
9.070000	-0.879832	0.925109
9.075000	-0.539870	0.918495
9.080000	0.000022	0.911626
9.085000	0.531641	0.904508
9.090000	0.853234	0.897145
9.095000	0.846001	0.889540
9.100000	0.518234	0.881699
9.105000	0.000021	0.873626
9.110000	-0.508619	0.865327
9.115000	-0.814871	0.856805
9.120000	-0.806555	0.848067
9.125000	-0.493239	0.839118
9.130000	-0.000010	0.829962
9.135000	0.482342	0.820607
9.140000	0.771365	0.811056
9.145000	0.762105	0.801317
9.150000	0.465180	0.791395
9.155000	-0.000000	0.781296
9.160000	-0.453207	0.771027
9.165000	-0.723373	0.760592
9.170000	-0.713296	0.750000
9.175000	-0.434525	0.739256
9.180000	0.000009	0.728366
9.185000	0.421656	0.717338
9.190000	0.671611	0.706178
9.195000	0.660883	0.694893
9.200000	0.401740	0.683489
9.205000	-0.000016	0.671974
9.210000	-0.388135	0.660355
9.215000	-0.616890	0.648638
9.220000	-0.605661	0.636832
9.225000	-0.367320	0.624941
9.230000	-0.000015	0.612976
9.235000	0.353220	0.600941
9.240000	0.560026	0.588845
9.245000	0.548467	0.576696
9.250000	0.331817	0.564500
9.255000	0.000007	0.552264
9.260000	-0.317403	0.539997
9.265000	-0.501881	0.527706
9.270000	-0.490177	0.515398
9.275000	-0.295709	0.503080
9.280000	-0.000000	0.490761
9.285000	0.281229	0.478447
9.290000	0.443335	0.466146
9.295000	0.431646	0.453866
9.300000	0.259553	0.441614
9.305000	0.000021	0.429397
9.310000	-0.245226	0.417223
9.315000	-0.385270	0.405099
9.320000	-0.373798	0.393033
9.325000	-0.223962	0.381032
9.330000	0.000009	0.369104
9.335000	0.210000	0.357254
9.340000	0.328588	0.345491
9.345000	0.317490	0.333823
9.350000	0.189427	0.322255
9.355000	0.000007	0.310794
9.360000	-0.176010	0.299449
9.365000	-0.274119	0.288226
9.370000	-0.263565	0.277131
9.375000	-0.156444	0.266171
9.380000	0.000012	0.255354
9.385000	0.143810	0.244684
9.390000	0.222706	0.234170
9.395000	0.212865	0.223818
9.400000	0.125572	0.213632
9.405000	0.000000	0.203621
9.410000	-0.113909	0.193790
9.415000	-0.175133	0.184144
9.420000	-0.166139	0.174691
9.425000	-0.097232	0.165435
9.430000	-0.000007	0.156382
9.435000	0.086716	0.147537
9.440000	0.132107	0.138907
9.445000	0.124109	0.130496
9.450000	0.071890	0.122309
9.455000	-0.000003	0.114351
9.460000	-0.062677	0.106628
9.465000	-0.094292	0.099143
9.470000	-0.087405	0.091902
9.475000	-0.049910	0.084908
9.480000	-0.000002	0.078166
9.485000	0.042132	0.071681
9.490000	0.062252	0.065456
9.495000	0.056582	0.059494
9.500000	0.031621	0.053800
9.505000	-0.000002	0.048376
9.510000	-0.025406	0.043227
9.515000	-0.036478	0.038355
9.520000	-0.032112	0.033764
9.525000	-0.017314	0.029455
9.530000	-0.000000	0.025433
9.535000	0.012754	0.021698
9.540000	0.017360	0.018253
9.545000	0.014362	0.015102
9.550000	0.007196	0.012244
9.555000	0.000000	0.009683
9.560000	-0.004361	0.007419
9.565000	-0.005187	0.005454
9.570000	-0.003604	0.003790
9.575000	-0.001426	0.002427
9.580000	0.000000	0.001365
9.585000	0.000357	0.000607
9.590000	0.000144	0.000152
9.595000	0.000000	0.000000
