# Time(sec)	Signal	Window
8.560000	-0.401760	0.683489
8.565000	-0.639082	0.671974
8.570000	-0.628036	0.660355
8.575000	-0.381255	0.648638
8.580000	0.000015	0.636832
8.585000	0.367320	0.624941
8.590000	0.582973	0.612976
8.595000	0.571528	0.600941
8.600000	0.346104	0.588845
8.605000	0.000014	0.576696
8.610000	-0.331800	0.564500
8.615000	-0.525235	0.552264
8.620000	-0.513565	0.539997
8.625000	-0.310189	0.527706
8.630000	-0.000006	0.515398
8.635000	0.295704	0.503080
8.640000	0.466744	0.490761
8.645000	0.455034	0.478447
8.650000	0.273999	0.466146
8.655000	-0.000000	0.453866
8.660000	-0.259579	0.441614
8.665000	-0.408385	0.429397
8.670000	-0.396805	0.417223
8.675000	-0.238112	0.405099
8.680000	0.000005	0.393033
8.685000	0.223973	0.381032
8.690000	0.351036	0.369104
8.695000	0.339769	0.357254
8.700000	0.203072	0.345491
8.705000	-0.000008	0.333823
8.710000	-0.189411	0.322255
8.715000	-0.295582	0.310794
8.720000	-0.284792	0.299449
8.725000	-0.169410	0.288226
8.730000	-0.000007	0.277131
8.735000	0.156449	0.266171
8.740000	0.242856	0.255354
8.745000	0.232707	0.244684
8.750000	0.137647	0.234170
8.755000	0.000003	0.223818
8.760000	-0.125570	0.213632
8.765000	-0.193656	0.203621
8.770000	-0.184307	0.193790
8.775000	-0.108240	0.184144
8.780000	-0.000000	0.174691
8.785000	0.097242	0.165435
8.790000	0.148729	0.156382
8.795000	0.140317	0.147537
8.800000	0.081648	0.138907
8.805000	-0.000002	0.130496
8.810000	-0.071894	0.122309
8.815000	-0.108754	0.114351
8.820000	-0.101409	0.106628
8.825000	-0.058274	0.099143
8.830000	0.000002	0.091902
8.835000	0.049906	0.084908
8.840000	0.074341	0.078166
8.845000	0.068172	0.071681
8.850000	0.038473	0.065456
8.855000	0.000001	0.059494
8.860000	-0.031622	0.053800
8.865000	-0.046009	0.048376
8.870000	-0.041111	0.043227
8.875000	-0.022546	0.038355
8.880000	-0.000000	0.033764
8.885000	0.017313	0.029455
8.890000	0.024188	0.025433
8.895000	0.020636	0.021698
8.900000	0.010729	0.018253
8.905000	-0.000000	0.015102
8.910000	-0.007197	0.012244
8.915000	-0.009209	0.009683
8.920000	-0.007056	0.007419
8.925000	-0.003206	0.005454
8.930000	0.000000	0.003790
8.935000	0.001426	0.002427
8.940000	0.001299	0.001365
8.945000	0.000577	0.000607
8.950000	0.000089	0.000152
8.955000	-0.000000	0.000000
