# Time(sec)	Signal	Window
7.930000	-0.660355	0.660355
7.935000	-0.577935	0.648638
7.940000	-0.374328	0.636832
7.945000	-0.097765	0.624941
7.950000	0.189424	0.612976
7.955000	0.424937	0.600941
7.960000	0.560022	0.588845
7.965000	0.569596	0.576696
7.970000	0.456688	0.564500
7.975000	0.250715	0.552264
7.980000	0.000010	0.539997
7.985000	-0.239570	0.527706
7.990000	-0.416966	0.515398
7.995000	-0.496887	0.503080
8.000000	-0.466744	0.490761
8.005000	-0.338316	0.478447
8.010000	-0.144046	0.466146
8.015000	0.071006	0.453866
8.020000	0.259566	0.441614
8.025000	0.382593	0.429397
8.030000	-0.000000	0.417223
8.035000	0.238116	0.405099
8.040000	0.373801	0.393033
8.045000	0.362385	0.381032
8.050000	0.216954	0.369104
8.055000	-0.000004	0.357254
8.060000	-0.203082	0.345491
8.065000	-0.317482	0.333823
8.070000	-0.306483	0.322255
8.075000	-0.182678	0.310794
8.080000	0.000007	0.299449
8.085000	0.169410	0.288226
8.090000	0.263566	0.277131
8.095000	0.253143	0.266171
8.100000	0.150089	0.255354
8.105000	0.000006	0.244684
8.110000	-0.137640	0.234170
8.115000	-0.212863	0.223818
8.120000	-0.203175	0.213632
8.125000	-0.119690	0.203621
8.130000	-0.000002	0.193790
8.135000	0.108238	0.184144
8.140000	0.166142	0.174691
8.145000	0.157339	0.165435
8.150000	0.091921	0.156382
8.155000	0.000000	0.147537
8.160000	-0.081649	0.138907
8.165000	-0.124110	0.130496
8.170000	-0.116323	0.122309
8.175000	-0.067214	0.114351
8.180000	0.000001	0.106628
8.185000	0.058277	0.099143
8.190000	0.087403	0.091902
8.195000	0.080752	0.084908
8.200000	0.045944	0.078166
8.205000	-0.000002	0.071681
8.210000	-0.038473	0.065456
8.215000	-0.056582	0.059494
8.220000	-0.051166	0.053800
8.225000	-0.028434	0.048376
8.230000	-0.000001	0.043227
8.235000	0.022544	0.038355
8.240000	0.032111	0.033764
8.245000	0.028014	0.029455
8.250000	0.014949	0.025433
8.255000	0.000000	0.021698
8.260000	-0.010729	0.018253
8.265000	-0.014362	0.015102
8.270000	-0.011645	0.012244
8.275000	-0.005691	0.009683
8.280000	-0.000000	0.007419
8.285000	0.003206	0.005454
8.290000	0.003604	0.003790
8.295000	0.002308	0.002427
8.300000	0.000803	0.001365
8.305000	-0.000000	0.000607
8.310000	-0.000089	0.000152
8.315000	-0.000000	0.000000
