# Time(sec)	Signal	Window
6.660000	-0.605665	0.636832
6.665000	-0.617245	0.624941
6.670000	-0.495912	0.612976
6.675000	-0.272823	0.600941
6.680000	0.000005	0.588845
6.685000	0.261825	0.576696
6.690000	0.456685	0.564500
6.695000	0.545465	0.552264
6.700000	0.513567	0.539997
6.705000	0.373138	0.527706
6.710000	0.159275	0.515398
6.715000	-0.078696	0.503080
6.720000	-0.288464	0.490761
6.725000	-0.426303	0.478447
6.730000	-0.466146	0.466146
6.735000	-0.404399	0.453866
6.740000	-0.259573	0.441614
6.745000	-0.067166	0.429397
6.750000	0.128921	0.417223
6.755000	0.286446	0.405099
6.760000	0.373797	0.393033
6.765000	0.376341	0.381032
6.770000	0.298616	0.369104
6.775000	0.162193	0.357254
6.780000	0.000000	0.345491
6.785000	-0.151556	0.333823
6.790000	-0.260714	0.322255
6.795000	-0.306967	0.310794
6.800000	-0.284793	0.299449
6.805000	-0.203805	0.288226
6.810000	-0.085633	0.277131
6.815000	0.041635	0.266171
6.820000	0.150092	0.255354
6.825000	0.218016	0.244684
6.830000	0.234170	0.234170
6.835000	0.199425	0.223818
6.840000	0.125571	0.213632
6.845000	0.031852	0.203621
6.850000	-0.059887	0.193790
6.855000	-0.130207	0.184144
6.860000	-0.166140	0.174691
6.865000	-0.163398	0.165435
6.870000	-0.126514	0.156382
6.875000	-0.066983	0.147537
6.880000	-0.000001	0.138907
6.885000	0.059244	0.130496
6.890000	0.098951	0.122309
6.895000	0.112943	0.114351
6.900000	0.101409	0.106628
6.905000	0.070105	0.099143
6.910000	0.028398	0.091902
6.915000	-0.013284	0.084908
6.920000	-0.045944	0.078166
6.925000	-0.063868	0.071681
6.930000	-0.065456	0.065456
6.935000	-0.053009	0.059494
6.940000	-0.031623	0.053800
6.945000	-0.007568	0.048376
6.950000	0.013358	0.043227
6.955000	0.027122	0.038355
6.960000	0.032111	0.033764
6.965000	0.029093	0.029455
6.970000	0.020575	0.025433
6.975000	0.009850	0.021698
6.980000	0.000000	0.018253
6.985000	-0.006856	0.015102
6.990000	-0.009906	0.012244
6.995000	-0.009563	0.009683
7.000000	-0.007056	0.007419
7.005000	-0.003857	0.005454
7.010000	-0.001171	0.003790
7.015000	0.000380	0.002427
7.020000	0.000803	0.001365
7.025000	0.000541	0.000607
7.030000	0.000152	0.000152
7.035000	0.000000	0.000000
