# Time(sec)	Signal	Window
9.600000	0.000000	0.000000
9.605000	0.000000	0.000152
9.610000	-0.000357	0.000607
9.615000	-0.001299	0.001365
9.620000	-0.002308	0.002427
9.625000	-0.002227	0.003790
9.630000	0.000000	0.005454
9.635000	0.004360	0.007419
9.640000	0.009209	0.009683
9.645000	0.011645	0.012244
9.650000	0.008877	0.015102
9.655000	0.000000	0.018253
9.660000	-0.012754	0.021698
9.665000	-0.024188	0.025433
9.670000	-0.028013	0.029455
9.675000	-0.019844	0.033764
9.680000	-0.000002	0.038355
9.685000	0.025407	0.043227
9.690000	0.046008	0.048376
9.695000	0.051167	0.053800
9.700000	0.034969	0.059494
9.705000	-0.000002	0.065456
9.710000	-0.042135	0.071681
9.715000	-0.074342	0.078166
9.720000	-0.080754	0.084908
9.725000	-0.054021	0.091902
9.730000	-0.000002	0.099143
9.735000	0.062673	0.106628
9.740000	0.108754	0.114351
9.745000	0.116322	0.122309
9.750000	0.076700	0.130496
9.755000	-0.000007	0.138907
9.760000	-0.086713	0.147537
9.765000	-0.148726	0.156382
9.770000	-0.157339	0.165435
9.775000	-0.102683	0.174691
9.780000	-0.000000	0.184144
9.785000	0.113909	0.193790
9.790000	0.193657	0.203621
9.795000	0.203174	0.213632
9.800000	0.131546	0.223818
9.805000	0.000011	0.234170
9.810000	-0.143815	0.244684
9.815000	-0.242854	0.255354
9.820000	-0.253144	0.266171
9.825000	-0.162891	0.277131
9.830000	0.000007	0.288226
9.835000	0.176021	0.299449
9.840000	0.295588	0.310794
9.845000	0.306488	0.322255
9.850000	0.196226	0.333823
9.855000	0.000008	0.345491
9.860000	-0.209986	0.357254
9.865000	-0.351039	0.369104
9.870000	-0.362381	0.381032
9.875000	-0.231009	0.393033
9.880000	0.000019	0.405099
9.885000	0.245218	0.417223
9.890000	0.408375	0.429397
9.895000	0.420003	0.441614
9.900000	0.266781	0.453866
9.905000	-0.000000	0.466146
9.910000	-0.281229	0.478447
9.915000	-0.466745	0.490761
9.920000	-0.478451	0.503080
9.925000	-0.302919	0.515398
9.930000	-0.000025	0.527706
9.935000	0.317388	0.539997
9.940000	0.525231	0.552264
9.945000	0.536872	0.564500
9.950000	0.338969	0.576696
9.955000	-0.000014	0.588845
9.960000	-0.353243	0.600941
9.965000	-0.582985	0.612976
9.970000	-0.594365	0.624941
