# Time(sec)	Signal	Window
2.415000	-0.785600	0.881699
2.420000	-0.846003	0.889540
2.425000	-0.886100	0.897145
2.430000	-0.904508	0.904508
2.435000	-0.900403	0.911626
2.440000	-0.873541	0.918495
2.445000	-0.824278	0.925109
2.450000	-0.753571	0.931464
2.455000	-0.662955	0.937558
2.460000	-0.554510	0.943387
2.465000	-0.430814	0.948946
2.470000	-0.294872	0.954233
2.475000	-0.150057	0.959243
2.480000	0.000001	0.963976
2.485000	0.151496	0.968426
2.490000	0.300549	0.972592
2.495000	0.443309	0.976471
2.500000	0.576066	0.980061
2.505000	0.695341	0.983359
2.510000	0.797986	0.986364
2.515000	0.881271	0.989074
2.520000	0.942960	0.991487
2.525000	0.981368	0.993601
2.530000	0.995416	0.995416
2.535000	0.984656	0.996930
2.540000	0.949289	0.998142
2.545000	0.890162	0.999052
2.550000	0.808741	0.999659
2.555000	0.707080	0.999962
2.560000	0.587764	0.999962
2.565000	0.453836	0.999659
2.570000	0.308725	0.999052
2.575000	0.156145	0.998142
2.580000	0.000001	0.996930
2.585000	-0.155716	0.995416
2.590000	-0.307038	0.993601
2.595000	-0.450127	0.991487
2.600000	-0.581364	0.989074
2.605000	-0.697466	0.986364
2.610000	-0.795555	0.983359
2.615000	-0.873241	0.980061
2.620000	-0.928679	0.976471
2.625000	-0.960618	0.972592
2.630000	-0.968426	0.968426
2.635000	-0.952107	0.963976
2.640000	-0.912295	0.959243
2.645000	-0.850227	0.954233
2.650000	-0.767713	0.948946
2.655000	-0.667075	0.943387
2.660000	-0.551083	0.937558
2.665000	-0.422876	0.931464
2.670000	-0.285875	0.925109
2.675000	-0.143685	0.918495
2.680000	-0.000001	0.911626
2.685000	0.141495	0.904508
2.690000	0.277232	0.897145
2.695000	0.403842	0.889540
2.700000	0.518249	0.881699
2.705000	0.617746	0.873626
2.710000	0.700063	0.865327
2.715000	0.763418	0.856805
2.720000	0.806560	0.848067
2.725000	0.828787	0.839118
2.730000	0.829962	0.829962
2.735000	0.810503	0.820607
2.740000	0.771360	0.811056
2.745000	0.713979	0.801317
2.750000	0.640252	0.791395
2.755000	0.552460	0.781296
2.760000	0.453198	0.771027
2.765000	0.345301	0.760592
2.770000	0.231763	0.750000
2.775000	0.115645	0.739256
2.780000	0.000000	0.728366
2.785000	-0.112216	0.717338
2.790000	-0.218221	0.706178
2.795000	-0.315475	0.694893
2.800000	-0.401745	0.683489
2.805000	-0.475157	0.671974
2.810000	-0.534238	0.660355
2.815000	-0.577941	0.648638
2.820000	-0.605663	0.636832
2.825000	-0.617247	0.624941
2.830000	-0.612976	0.612976
2.835000	-0.593543	0.600941
2.840000	-0.560026	0.588845
2.845000	-0.513839	0.576696
2.850000	-0.456689	0.564500
2.855000	-0.390509	0.552264
2.860000	-0.317402	0.539997
2.865000	-0.239573	0.527706
2.870000	-0.159266	0.515398
2.875000	-0.078699	0.503080
2.880000	0.000000	0.490761
2.885000	0.074846	0.478447
2.890000	0.144047	0.466146
2.895000	0.206051	0.453866
2.900000	0.259574	0.441614
2.905000	0.303629	0.429397
2.910000	0.337541	0.417223
2.915000	0.360946	0.405099
2.920000	0.373797	0.393033
2.925000	0.376341	0.381032
2.930000	0.369104	0.369104
2.935000	0.352856	0.357254
2.940000	0.328582	0.345491
2.945000	0.297438	0.333823
2.950000	0.260710	0.322255
2.955000	0.219765	0.310794
2.960000	0.176012	0.299449
2.965000	0.130852	0.288226
2.970000	0.085638	0.277131
2.975000	0.041638	0.266171
2.980000	-0.000000	0.255354
2.985000	-0.038277	0.244684
2.990000	-0.072363	0.234170
2.995000	-0.101611	0.223818
3.000000	-0.125570	0.213632
3.005000	-0.143982	0.203621
3.010000	-0.156779	0.193790
3.015000	-0.164074	0.184144
3.020000	-0.166141	0.174691
3.025000	-0.163398	0.165435
3.030000	-0.156382	0.156382
3.035000	-0.145721	0.147537
3.040000	-0.132108	0.138907
3.045000	-0.116272	0.130496
3.050000	-0.098950	0.122309
3.055000	-0.080858	0.114351
3.060000	-0.062674	0.106628
3.065000	-0.045010	0.099143
3.070000	-0.028399	0.091902
3.075000	-0.013283	0.084908
3.080000	-0.000000	0.078166
3.085000	0.011213	0.071681
3.090000	0.020227	0.065456
3.095000	0.027010	0.059494
3.100000	0.031623	0.053800
3.105000	0.034207	0.048376
3.110000	0.034972	0.043227
3.115000	0.034175	0.038355
3.120000	0.032111	0.033764
3.125000	0.029093	0.029455
3.130000	0.025433	0.025433
3.135000	0.021431	0.021698
3.140000	0.017360	0.018253
3.145000	0.013456	0.015102
3.150000	0.009906	0.012244
3.155000	0.006847	0.009683
3.160000	0.004361	0.007419
3.165000	0.002476	0.005454
3.170000	0.001171	0.003790
3.175000	0.000380	0.002427
3.180000	0.000000	0.001365
3.185000	-0.000095	0.000607
3.190000	-0.000047	0.000152
3.195000	-0.000000	0.000000
