# Time(sec)	Signal	Window
5.985000	-0.325660	0.717338
5.990000	-0.571312	0.706178
5.995000	-0.686339	0.694893
6.000000	-0.650041	0.683489
6.005000	-0.475162	0.671974
6.010000	-0.204060	0.660355
6.015000	0.101477	0.648638
6.020000	0.374309	0.636832
6.025000	0.556824	0.624941
6.030000	0.612976	0.612976
6.035000	0.535440	0.600941
6.040000	0.346104	0.588845
6.045000	0.090222	0.576696
6.050000	-0.174439	0.564500
6.055000	-0.390513	0.552264
6.060000	-0.513571	0.539997
6.065000	-0.521210	0.527706
6.070000	-0.416966	0.515398
6.075000	-0.228390	0.503080
6.080000	0.000009	0.490761
6.085000	0.217203	0.478447
6.090000	0.377119	0.466146
6.095000	0.448278	0.453866
6.100000	0.419997	0.441614
6.105000	0.303635	0.429397
6.110000	0.128932	0.417223
6.115000	-0.063373	0.405099
6.120000	-0.231024	0.393033
6.125000	-0.339499	0.381032
6.130000	-0.369104	0.369104
6.135000	-0.318316	0.357254
6.140000	-0.203071	0.345491
6.145000	-0.052228	0.333823
6.150000	0.099579	0.322255
6.155000	0.219765	0.310794
6.160000	0.284794	0.299449
6.165000	0.284676	0.288226
6.170000	0.224206	0.277131
6.175000	0.120840	0.266171
6.180000	-0.000002	0.255354
6.185000	-0.111089	0.244684
6.190000	-0.189446	0.234170
6.195000	-0.221062	0.223818
6.200000	-0.203176	0.213632
6.205000	-0.143979	0.203621
6.210000	-0.059887	0.193790
6.215000	0.028806	0.184144
6.220000	0.102681	0.174691
6.225000	0.147405	0.165435
6.230000	0.156382	0.156382
6.235000	0.131457	0.147537
6.240000	0.081647	0.138907
6.245000	0.020412	0.130496
6.250000	-0.037793	0.122309
6.255000	-0.080858	0.114351
6.260000	-0.101409	0.106628
6.265000	-0.097922	0.099143
6.270000	-0.074351	0.091902
6.275000	-0.038548	0.084908
6.280000	-0.000000	0.078166
6.285000	0.032543	0.071681
6.290000	0.052955	0.065456
6.295000	0.058761	0.059494
6.300000	0.051167	0.053800
6.305000	0.034207	0.048376
6.310000	0.013357	0.043227
6.315000	-0.006000	0.038355
6.320000	-0.019846	0.033764
6.325000	-0.026245	0.029455
6.330000	-0.025433	0.025433
6.335000	-0.019333	0.021698
6.340000	-0.010729	0.018253
6.345000	-0.002362	0.015102
6.350000	0.003784	0.012244
6.355000	0.006847	0.009683
6.360000	0.007056	0.007419
6.365000	0.005387	0.005454
6.370000	0.003066	0.003790
6.375000	0.001102	0.002427
6.380000	0.000000	0.001365
6.385000	-0.000276	0.000607
6.390000	-0.000123	0.000152
6.395000	-0.000000	0.000000
